Source;Target;Type
9034;10724;Directed
9036;10182;Directed
9036;10324;Directed
9036;8335;Directed
9037;11502;Directed
9037;9682;Directed
9037;9108;Directed
9037;13896;Directed
9037;12570;Directed
9037;10801;Directed
9037;12284;Directed
9037;10805;Directed
9037;13177;Directed
9037;12424;Directed
9037;11939;Directed
9037;10269;Directed
9037;12837;Directed
9037;11572;Directed
9037;9544;Directed
9037;9834;Directed
9037;12925;Directed
9037;13918;Directed
9037;10878;Directed
9037;13084;Directed
9037;12092;Directed
9037;12147;Directed
9038;9525;Directed
9041;11934;Directed
9041;13222;Directed
9042;12788;Directed
9042;9282;Directed
9043;11521;Directed
9045;12881;Directed
9045;8226;Directed
9047;10722;Directed
9047;10641;Directed
9049;9345;Directed
9049;13635;Directed
9049;13881;Directed
9049;12991;Directed
9049;12070;Directed
9049;9199;Directed
9049;13301;Directed
9049;13966;Directed
9049;9270;Directed
9049;13346;Directed
9049;10568;Directed
9049;10954;Directed
9049;12257;Directed
9054;12591;Directed
9055;13196;Directed
12818;11013;Directed
12818;5327;Directed
12818;12390;Directed
12818;12077;Directed
12818;9290;Directed
9057;13730;Directed
6183;10756;Directed
6183;13745;Directed
9059;9773;Directed
7958;10414;Directed
9062;7221;Directed
9062;9150;Directed
9064;11353;Directed
9064;10738;Directed
9064;13868;Directed
9065;14060;Directed
9066;12391;Directed
9066;9423;Directed
9066;13394;Directed
9066;14066;Directed
9066;4110;Directed
9066;9668;Directed
9066;13658;Directed
9067;10942;Directed
9067;13813;Directed
9067;11082;Directed
9069;12535;Directed
9069;13660;Directed
9070;7609;Directed
9071;9677;Directed
9071;10054;Directed
9071;13208;Directed
9071;11627;Directed
9071;10380;Directed
9073;13320;Directed
9074;13761;Directed
9074;13535;Directed
13218;11390;Directed
13218;9627;Directed
13218;12970;Directed
13218;12351;Directed
13218;4849;Directed
13218;12699;Directed
13218;10428;Directed
13218;9310;Directed
13218;14051;Directed
12964;9535;Directed
12964;10290;Directed
12964;11574;Directed
12964;12981;Directed
9077;12553;Directed
9077;11984;Directed
9079;13992;Directed
9079;14067;Directed
9079;11994;Directed
9079;9617;Directed
9081;10997;Directed
9083;11423;Directed
9083;13885;Directed
9085;12716;Directed
9085;12232;Directed
9085;11155;Directed
9085;12075;Directed
9085;9691;Directed
9085;13673;Directed
9085;9253;Directed
13009;9705;Directed
9088;8149;Directed
13221;11819;Directed
9090;12326;Directed
9090;11263;Directed
9090;12798;Directed
9090;13456;Directed
9090;302;Directed
9090;10811;Directed
9091;8785;Directed
9092;12963;Directed
9092;10639;Directed
9092;10847;Directed
9094;10636;Directed
9096;13913;Directed
9097;12328;Directed
9097;291;Directed
9098;9971;Directed
9099;10988;Directed
9101;9576;Directed
13207;13782;Directed
9104;12694;Directed
9104;13815;Directed
9105;14045;Directed
9105;10406;Directed
9106;13711;Directed
9108;11025;Directed
9108;13847;Directed
9108;11934;Directed
9108;9847;Directed
9108;5082;Directed
9109;9984;Directed
9109;2467;Directed
9110;10857;Directed
9110;14052;Directed
9110;12016;Directed
9110;12088;Directed
9110;11573;Directed
9110;14096;Directed
9110;12202;Directed
9111;12160;Directed
9112;11479;Directed
9115;10531;Directed
9116;12292;Directed
9116;12090;Directed
9117;11697;Directed
9117;11947;Directed
9117;11934;Directed
9117;9161;Directed
10817;10570;Directed
10817;10351;Directed
10817;11945;Directed
9119;13462;Directed
9119;10217;Directed
9120;11076;Directed
9120;9226;Directed
9122;11343;Directed
9122;13609;Directed
9122;1593;Directed
9123;13877;Directed
9124;13098;Directed
9124;2008;Directed
9124;13663;Directed
9124;13899;Directed
9124;10049;Directed
9124;9902;Directed
9128;9886;Directed
9128;11967;Directed
9128;11242;Directed
9128;3070;Directed
9128;360;Directed
9129;14054;Directed
9129;7477;Directed
9130;13372;Directed
9130;11951;Directed
9130;7660;Directed
9130;12250;Directed
9131;11829;Directed
9132;9886;Directed
9132;14052;Directed
9132;9243;Directed
9132;13021;Directed
9133;2686;Directed
9134;2213;Directed
9134;9988;Directed
9134;12741;Directed
9134;13256;Directed
9134;10073;Directed
9134;10829;Directed
9135;10151;Directed
9135;351;Directed
9135;1782;Directed
9135;8587;Directed
9136;10512;Directed
13229;12049;Directed
13229;12573;Directed
13229;11527;Directed
13229;12850;Directed
13229;10878;Directed
13229;11487;Directed
13229;12965;Directed
13229;10076;Directed
9138;10963;Directed
9138;10160;Directed
9138;13552;Directed
9138;12094;Directed
9140;9140;Directed
9140;11999;Directed
9142;3938;Directed
9144;100;Directed
9145;11303;Directed
9145;11180;Directed
9145;12335;Directed
9145;11087;Directed
9145;13546;Directed
9145;11465;Directed
9145;9525;Directed
9145;9417;Directed
9145;12938;Directed
9145;13372;Directed
9145;7660;Directed
9145;10643;Directed
9145;12532;Directed
9146;9401;Directed
9149;10527;Directed
9150;7221;Directed
9150;12607;Directed
9152;9895;Directed
9152;13256;Directed
9152;11934;Directed
9152;10227;Directed
9152;9817;Directed
9152;9616;Directed
9152;11677;Directed
9158;13042;Directed
9158;11682;Directed
9158;13617;Directed
9158;13292;Directed
9159;8771;Directed
10823;12769;Directed
10823;10448;Directed
10823;13414;Directed
10823;12740;Directed
10823;12901;Directed
9518;9886;Directed
9518;13011;Directed
9518;4321;Directed
9518;10124;Directed
9518;9751;Directed
9518;10917;Directed
9518;10966;Directed
9161;12904;Directed
9161;10688;Directed
9161;11566;Directed
9161;10053;Directed
9161;13906;Directed
9161;12007;Directed
9161;13674;Directed
9161;10952;Directed
9161;9162;Directed
9161;11173;Directed
9161;11175;Directed
9161;13461;Directed
9161;13958;Directed
9161;11856;Directed
9161;12326;Directed
9161;9345;Directed
9161;13540;Directed
9161;10179;Directed
9161;12229;Directed
9161;14070;Directed
9161;13862;Directed
9161;13346;Directed
9162;9495;Directed
9162;9175;Directed
9162;13798;Directed
9162;13690;Directed
9163;9241;Directed
9163;6415;Directed
9165;11190;Directed
9165;10093;Directed
9165;14105;Directed
13517;11080;Directed
13517;9261;Directed
13517;12768;Directed
9170;11491;Directed
13560;9236;Directed
3817;11079;Directed
3817;13959;Directed
9174;4518;Directed
9174;13881;Directed
9174;12383;Directed
9174;12352;Directed
9174;11706;Directed
9963;9467;Directed
9963;13633;Directed
9963;10205;Directed
9963;11805;Directed
9963;9280;Directed
9963;12164;Directed
9963;13621;Directed
9175;9495;Directed
9175;13690;Directed
9175;13798;Directed
9176;12815;Directed
9176;10051;Directed
9176;10720;Directed
9176;11122;Directed
9176;7947;Directed
9176;9536;Directed
9176;12786;Directed
9176;10181;Directed
9176;11053;Directed
9176;13537;Directed
9176;11798;Directed
9176;10724;Directed
9176;11642;Directed
9177;12880;Directed
9177;9240;Directed
10827;11138;Directed
10827;12442;Directed
10827;12768;Directed
10827;14013;Directed
10827;11872;Directed
10827;13351;Directed
10827;9817;Directed
10827;12938;Directed
10827;10224;Directed
10827;13917;Directed
10827;13570;Directed
10827;11804;Directed
9182;9937;Directed
9182;9739;Directed
9182;14081;Directed
9183;9306;Directed
9183;9210;Directed
9183;2276;Directed
9183;629;Directed
9183;9523;Directed
9183;12831;Directed
9184;3095;Directed
9185;5675;Directed
9185;13340;Directed
9186;12941;Directed
9186;9772;Directed
9186;12962;Directed
9187;9107;Directed
9187;8704;Directed
9188;9410;Directed
9190;10894;Directed
9190;9294;Directed
9190;13522;Directed
9190;1816;Directed
9190;10700;Directed
9190;13093;Directed
9190;10339;Directed
9190;12994;Directed
9190;12620;Directed
9190;8201;Directed
9192;11552;Directed
9193;10148;Directed
9195;13801;Directed
9195;6976;Directed
9195;11770;Directed
9195;12650;Directed
9195;7107;Directed
9196;10998;Directed
9196;13400;Directed
9198;11934;Directed
9198;11574;Directed
9198;12106;Directed
9198;7888;Directed
9199;9309;Directed
9199;2276;Directed
9199;1423;Directed
9199;4928;Directed
9199;12833;Directed
9199;11856;Directed
9200;13798;Directed
9201;9618;Directed
9201;11334;Directed
9201;13976;Directed
9202;11351;Directed
9202;10975;Directed
9202;10324;Directed
9202;8335;Directed
9202;11713;Directed
9202;12852;Directed
9202;12932;Directed
9202;10441;Directed
9202;14095;Directed
9202;12077;Directed
9202;10182;Directed
9202;14048;Directed
9202;11799;Directed
9206;10714;Directed
9206;13977;Directed
9206;11088;Directed
9206;10812;Directed
9206;1063;Directed
9207;11134;Directed
9209;11911;Directed
9209;13482;Directed
9210;12326;Directed
9210;307;Directed
9210;232;Directed
9211;11376;Directed
9211;6674;Directed
9211;14075;Directed
9211;10256;Directed
9211;10160;Directed
9211;12485;Directed
9211;11574;Directed
9214;10177;Directed
9215;10237;Directed
13864;13502;Directed
9219;11577;Directed
9219;12981;Directed
9220;11035;Directed
9221;12022;Directed
9221;10882;Directed
9221;12310;Directed
9221;13604;Directed
9222;13917;Directed
9223;10925;Directed
9223;10554;Directed
9223;10995;Directed
9226;11076;Directed
9228;9273;Directed
9228;12576;Directed
9229;11934;Directed
9230;12580;Directed
9230;261;Directed
9230;4739;Directed
9230;10408;Directed
9231;11281;Directed
9233;11883;Directed
9233;12242;Directed
9235;10683;Directed
9237;8633;Directed
9239;13710;Directed
9240;12880;Directed
9240;12213;Directed
9241;13205;Directed
9242;13748;Directed
9243;12983;Directed
9243;11509;Directed
9243;9886;Directed
9245;9818;Directed
9245;13270;Directed
9247;8771;Directed
9247;6415;Directed
9248;13635;Directed
9248;11489;Directed
9248;13883;Directed
9248;10748;Directed
9248;9414;Directed
9248;9346;Directed
9248;10850;Directed
9248;13542;Directed
9248;3499;Directed
9248;11995;Directed
9248;11477;Directed
9248;10500;Directed
9248;11766;Directed
9248;11738;Directed
9248;9849;Directed
9248;13138;Directed
9248;4105;Directed
9250;9948;Directed
9250;11658;Directed
9251;13608;Directed
14108;13439;Directed
14108;12243;Directed
9253;3776;Directed
9253;11080;Directed
9253;10110;Directed
9253;12235;Directed
9253;12983;Directed
9253;13734;Directed
9253;13216;Directed
9254;10348;Directed
9255;13249;Directed
9255;13182;Directed
9255;14000;Directed
10840;11654;Directed
9258;9515;Directed
9258;10072;Directed
9259;13719;Directed
9259;10564;Directed
9259;5535;Directed
9259;12028;Directed
9259;4302;Directed
9261;9365;Directed
9264;13311;Directed
9265;10381;Directed
9265;13854;Directed
9265;10201;Directed
9265;12661;Directed
9265;10899;Directed
9265;9700;Directed
9265;10756;Directed
9265;13745;Directed
9265;12558;Directed
9265;13434;Directed
12312;10215;Directed
9266;13420;Directed
13558;10096;Directed
9267;13613;Directed
9268;9885;Directed
9268;9454;Directed
9268;12988;Directed
9268;13728;Directed
9268;12391;Directed
9268;9668;Directed
9268;13766;Directed
9268;13394;Directed
9268;10368;Directed
9268;13658;Directed
9269;13468;Directed
9270;13635;Directed
9270;13637;Directed
9270;12768;Directed
9270;4966;Directed
9270;9834;Directed
9270;11345;Directed
9270;11382;Directed
9270;13686;Directed
9270;9615;Directed
9270;11175;Directed
9270;9626;Directed
9270;10527;Directed
9270;11599;Directed
9270;13462;Directed
9270;13461;Directed
9270;13710;Directed
9270;11420;Directed
9270;13975;Directed
9270;11422;Directed
9270;11866;Directed
9270;9461;Directed
9270;11019;Directed
9270;13294;Directed
9270;11812;Directed
9270;11481;Directed
9270;14041;Directed
9270;10152;Directed
9270;13091;Directed
9270;12626;Directed
9270;11504;Directed
9270;10425;Directed
9270;10217;Directed
9270;9637;Directed
9270;13608;Directed
9270;13840;Directed
9270;6638;Directed
9270;9561;Directed
9270;9779;Directed
9270;12426;Directed
9270;12137;Directed
9270;14109;Directed
9272;13264;Directed
9272;10657;Directed
9274;11735;Directed
9274;10635;Directed
9275;9624;Directed
9275;12761;Directed
9276;10107;Directed
9277;10359;Directed
9278;13075;Directed
9278;9394;Directed
9279;13816;Directed
9279;9686;Directed
9279;12767;Directed
9279;11109;Directed
9279;5364;Directed
9279;10431;Directed
9279;11154;Directed
9279;9358;Directed
9279;12627;Directed
9279;14088;Directed
9279;10269;Directed
9279;13795;Directed
9279;10839;Directed
9279;11099;Directed
9279;9854;Directed
9279;12954;Directed
9279;12195;Directed
9279;13787;Directed
9279;13997;Directed
9279;11806;Directed
9280;9467;Directed
9280;13633;Directed
9280;10205;Directed
9280;11805;Directed
9280;12164;Directed
9280;13621;Directed
9282;9328;Directed
9282;10601;Directed
14030;13331;Directed
14030;6084;Directed
14030;13704;Directed
9283;10193;Directed
9283;10987;Directed
9284;1864;Directed
9284;10580;Directed
216;9954;Directed
216;13988;Directed
219;10370;Directed
219;12458;Directed
219;11989;Directed
219;10765;Directed
9287;13456;Directed
9287;9535;Directed
9287;11263;Directed
9287;9990;Directed
9287;2313;Directed
9287;10005;Directed
9287;8149;Directed
9287;13686;Directed
9287;10365;Directed
232;13660;Directed
9289;10239;Directed
9289;11523;Directed
9290;12390;Directed
9290;12077;Directed
9291;13936;Directed
9291;9868;Directed
9292;11047;Directed
9293;11019;Directed
9293;12517;Directed
9293;9393;Directed
9293;10175;Directed
9293;12264;Directed
9293;12246;Directed
9293;10615;Directed
9293;9561;Directed
9294;10894;Directed
9294;13093;Directed
9294;13522;Directed
9294;1816;Directed
9294;10700;Directed
9294;10339;Directed
9294;12994;Directed
9294;12620;Directed
9294;8201;Directed
9295;13908;Directed
9295;5762;Directed
9295;10646;Directed
9295;10058;Directed
9296;9984;Directed
9296;2467;Directed
12376;11809;Directed
10848;10986;Directed
5298;10152;Directed
9299;12787;Directed
302;12256;Directed
9302;11756;Directed
9303;6265;Directed
9303;11776;Directed
9303;9797;Directed
9303;13945;Directed
9303;12003;Directed
9303;12983;Directed
9304;13693;Directed
9305;9683;Directed
9305;7010;Directed
9306;9466;Directed
9306;9444;Directed
9306;9390;Directed
9306;11847;Directed
9307;14041;Directed
9307;12365;Directed
344;13548;Directed
9309;10442;Directed
9309;9498;Directed
9309;12758;Directed
13262;13262;Directed
13262;11923;Directed
13262;11225;Directed
9311;11757;Directed
9313;10020;Directed
376;10115;Directed
9316;10059;Directed
9317;3947;Directed
9317;9594;Directed
9317;11423;Directed
9317;3585;Directed
9318;12808;Directed
9320;12792;Directed
9320;12887;Directed
9320;13147;Directed
9321;10257;Directed
9322;10990;Directed
9323;13758;Directed
9323;10360;Directed
9323;10277;Directed
9323;12244;Directed
9324;10870;Directed
9324;9560;Directed
9326;12988;Directed
9326;13766;Directed
9327;12016;Directed
9327;12694;Directed
9327;12088;Directed
9327;12202;Directed
9327;14052;Directed
9329;4551;Directed
9330;11451;Directed
444;7221;Directed
444;13881;Directed
9333;13878;Directed
9333;13256;Directed
9333;11574;Directed
9334;12184;Directed
13266;11085;Directed
13266;13846;Directed
13266;11216;Directed
13266;14037;Directed
13266;13674;Directed
13266;13196;Directed
13266;11290;Directed
13266;10826;Directed
9336;13660;Directed
9337;12731;Directed
9337;14070;Directed
9337;10681;Directed
9340;13863;Directed
9340;10868;Directed
474;13768;Directed
498;11349;Directed
9346;13635;Directed
9346;10748;Directed
9346;9414;Directed
9346;10850;Directed
9346;13542;Directed
9346;11995;Directed
9346;10500;Directed
9346;9849;Directed
9346;13138;Directed
9346;4105;Directed
9347;12786;Directed
9347;6355;Directed
9347;12716;Directed
9347;9686;Directed
3382;12522;Directed
9349;11318;Directed
9350;7361;Directed
9351;11530;Directed
6915;13254;Directed
6915;13084;Directed
6915;8771;Directed
6915;10303;Directed
9030;11902;Directed
9030;11133;Directed
9030;13595;Directed
9354;9854;Directed
9356;13580;Directed
9356;11255;Directed
9356;12830;Directed
9356;719;Directed
9356;13746;Directed
8466;13723;Directed
9357;9357;Directed
9358;13917;Directed
9358;11633;Directed
9358;13582;Directed
9359;13926;Directed
9359;12047;Directed
9360;13489;Directed
9360;13983;Directed
9361;12760;Directed
9363;10897;Directed
9363;9804;Directed
9364;13215;Directed
9366;11512;Directed
3860;11864;Directed
9368;11396;Directed
9368;9773;Directed
9368;10448;Directed
9371;10290;Directed
9371;10277;Directed
9371;12397;Directed
9372;11521;Directed
9372;10426;Directed
9375;8026;Directed
9376;12553;Directed
9376;9413;Directed
9376;1782;Directed
696;12619;Directed
10894;10339;Directed
10894;13093;Directed
10894;1816;Directed
10894;12994;Directed
10894;12620;Directed
10894;13522;Directed
10894;8201;Directed
703;13963;Directed
9385;10026;Directed
9386;12019;Directed
9386;11118;Directed
9387;14022;Directed
9388;7618;Directed
9388;12614;Directed
9388;11815;Directed
9388;12591;Directed
9388;13629;Directed
9388;10074;Directed
9388;12621;Directed
9390;11281;Directed
9391;8902;Directed
9391;11411;Directed
9392;13382;Directed
9880;12980;Directed
9393;11019;Directed
9393;11692;Directed
9394;13075;Directed
9395;10129;Directed
10858;13612;Directed
10858;13242;Directed
10858;9817;Directed
9398;10621;Directed
9398;8939;Directed
9400;9860;Directed
9401;11290;Directed
9401;2333;Directed
9401;13603;Directed
9401;14091;Directed
814;13088;Directed
814;12326;Directed
9404;13342;Directed
9404;10456;Directed
9404;10879;Directed
9404;11180;Directed
9404;7268;Directed
9404;12532;Directed
9404;13952;Directed
9405;12501;Directed
9406;11934;Directed
9408;10561;Directed
9408;2667;Directed
9408;13796;Directed
9408;2444;Directed
9408;10248;Directed
9408;10562;Directed
9409;13641;Directed
9410;9869;Directed
9410;12643;Directed
9410;11983;Directed
9410;10402;Directed
9410;10463;Directed
9411;12126;Directed
9412;10312;Directed
9412;13256;Directed
9413;12553;Directed
9413;10200;Directed
9413;14084;Directed
9413;1782;Directed
9414;9849;Directed
9414;11477;Directed
9414;13542;Directed
9414;13138;Directed
9414;10748;Directed
9415;3942;Directed
9415;13474;Directed
9415;9853;Directed
9415;11209;Directed
9417;11298;Directed
9417;9574;Directed
9417;9466;Directed
9417;10154;Directed
9417;11262;Directed
9417;10340;Directed
9417;10860;Directed
9417;2276;Directed
9417;13510;Directed
9417;629;Directed
9418;9931;Directed
9418;8886;Directed
9419;10924;Directed
9420;8886;Directed
9420;13251;Directed
9422;13519;Directed
9422;9570;Directed
9422;10123;Directed
9423;6984;Directed
9423;12988;Directed
9423;12139;Directed
9423;5978;Directed
8250;8932;Directed
8250;10784;Directed
959;4739;Directed
10862;10643;Directed
9426;12192;Directed
9426;13304;Directed
9426;12827;Directed
9426;10980;Directed
9426;11325;Directed
9428;9533;Directed
9428;12084;Directed
9428;14000;Directed
9428;10277;Directed
9428;10365;Directed
9428;10065;Directed
13285;7903;Directed
13285;13395;Directed
13285;11025;Directed
13285;11209;Directed
13285;11167;Directed
13285;9534;Directed
13285;13905;Directed
13285;9901;Directed
13285;4702;Directed
9430;11715;Directed
9430;13365;Directed
9431;13449;Directed
9431;11338;Directed
9431;13542;Directed
9431;10557;Directed
9432;12412;Directed
9433;11515;Directed
9433;7886;Directed
996;3947;Directed
996;10447;Directed
996;11528;Directed
9435;11138;Directed
9435;10531;Directed
9435;6984;Directed
9435;11313;Directed
9435;11108;Directed
9435;9544;Directed
9435;13444;Directed
9435;12988;Directed
9435;10368;Directed
9436;8697;Directed
9436;13216;Directed
9436;10489;Directed
9436;12355;Directed
9436;12779;Directed
9436;11380;Directed
9436;13807;Directed
9436;8686;Directed
9437;13430;Directed
9437;13952;Directed
9438;10516;Directed
9438;13836;Directed
7252;12607;Directed
9441;13422;Directed
9442;11605;Directed
1039;12479;Directed
1039;11723;Directed
1039;11124;Directed
1039;10149;Directed
8154;2370;Directed
1056;10921;Directed
1056;10449;Directed
1065;7543;Directed
1065;1128;Directed
9449;9297;Directed
9449;13644;Directed
9449;9632;Directed
9449;12050;Directed
9449;8611;Directed
9449;13202;Directed
9449;12737;Directed
9450;11429;Directed
9450;13893;Directed
9450;11233;Directed
9450;12288;Directed
9453;2279;Directed
9454;6984;Directed
9454;12988;Directed
9454;9668;Directed
9454;10368;Directed
9455;12384;Directed
9459;10359;Directed
9459;178;Directed
1128;12049;Directed
1128;9693;Directed
1128;10724;Directed
1128;13413;Directed
1128;1538;Directed
1128;9533;Directed
1128;13306;Directed
1128;13277;Directed
1128;11643;Directed
1128;11380;Directed
1128;9899;Directed
1128;11961;Directed
9461;9461;Directed
9462;12086;Directed
9462;9800;Directed
9462;14028;Directed
9463;9591;Directed
9463;10287;Directed
9463;13673;Directed
9463;13306;Directed
9463;10005;Directed
9463;13083;Directed
9464;11204;Directed
1157;13576;Directed
9466;3947;Directed
9466;13660;Directed
9467;13621;Directed
9467;13633;Directed
9467;10205;Directed
9467;12164;Directed
13290;10608;Directed
13290;10277;Directed
13290;12244;Directed
9471;10131;Directed
9473;13857;Directed
9473;7888;Directed
9474;12320;Directed
4594;14052;Directed
4594;98;Directed
9476;10516;Directed
1220;12034;Directed
1220;13614;Directed
9478;11071;Directed
9481;1534;Directed
10876;11789;Directed
10876;10498;Directed
10876;9913;Directed
9483;12601;Directed
9484;11979;Directed
9485;10405;Directed
9487;3681;Directed
1296;10928;Directed
1296;12195;Directed
1296;9718;Directed
9490;11485;Directed
9491;9650;Directed
9492;11019;Directed
9492;13394;Directed
9495;9515;Directed
9495;13690;Directed
9495;10770;Directed
9496;13641;Directed
9496;12877;Directed
9496;12631;Directed
9498;11012;Directed
9498;4464;Directed
9498;9818;Directed
9498;9869;Directed
9498;12830;Directed
9498;13879;Directed
9498;12041;Directed
9498;10053;Directed
9498;12146;Directed
9498;12476;Directed
9498;10178;Directed
9498;9544;Directed
9498;11482;Directed
9498;9550;Directed
9498;9273;Directed
9498;11735;Directed
9498;12744;Directed
9498;12634;Directed
10879;13500;Directed
9500;12552;Directed
9500;11356;Directed
9500;10394;Directed
9501;11930;Directed
9501;10333;Directed
9502;9918;Directed
9502;12474;Directed
9502;4374;Directed
9505;10197;Directed
9506;10984;Directed
9506;11970;Directed
9506;13829;Directed
9507;12576;Directed
9507;12825;Directed
9509;13599;Directed
9510;12150;Directed
9510;13314;Directed
9510;13999;Directed
9510;9510;Directed
1452;13931;Directed
9513;9513;Directed
9513;13633;Directed
9514;11554;Directed
9514;11411;Directed
9515;12048;Directed
9515;9689;Directed
9515;11410;Directed
9515;13126;Directed
9515;12423;Directed
9515;13479;Directed
9515;11903;Directed
9515;13010;Directed
9515;10124;Directed
9516;13519;Directed
9516;5563;Directed
2146;12898;Directed
6698;13378;Directed
9521;10617;Directed
9521;10681;Directed
9521;9921;Directed
14066;10269;Directed
14066;13961;Directed
9525;12325;Directed
9525;13880;Directed
9525;9969;Directed
9525;10975;Directed
9525;11180;Directed
9525;13546;Directed
9525;12938;Directed
9525;12533;Directed
9525;12276;Directed
9525;11277;Directed
9525;10490;Directed
9525;12311;Directed
9525;13372;Directed
9525;9839;Directed
9525;7660;Directed
9525;12184;Directed
9525;12532;Directed
9525;12030;Directed
9525;11465;Directed
1534;7390;Directed
1534;11654;Directed
1534;12361;Directed
9527;13184;Directed
9527;13976;Directed
9527;12326;Directed
9527;10828;Directed
9529;12607;Directed
9530;12788;Directed
9532;10028;Directed
9532;12639;Directed
9533;13264;Directed
9533;12049;Directed
9533;9693;Directed
9533;13737;Directed
9533;10328;Directed
9533;10590;Directed
9533;12060;Directed
9533;11832;Directed
9533;10856;Directed
9533;12714;Directed
9533;12276;Directed
9533;11527;Directed
9533;10076;Directed
9533;12965;Directed
9534;9579;Directed
9534;7010;Directed
9534;11934;Directed
9534;13798;Directed
9534;9591;Directed
9534;11126;Directed
9535;10606;Directed
9535;13648;Directed
9535;13261;Directed
9535;10982;Directed
9536;11502;Directed
9536;13352;Directed
9536;11209;Directed
9536;9591;Directed
9536;12244;Directed
9536;10454;Directed
9536;10510;Directed
1584;10433;Directed
9538;11391;Directed
9538;10643;Directed
9538;13879;Directed
9538;13318;Directed
9538;13555;Directed
9538;5170;Directed
9538;12473;Directed
9540;14006;Directed
9540;11380;Directed
9540;12643;Directed
9544;9682;Directed
9544;11599;Directed
9544;12978;Directed
9544;12339;Directed
9544;11982;Directed
9544;11662;Directed
9544;12418;Directed
9544;9658;Directed
9544;11574;Directed
9544;2232;Directed
9544;13915;Directed
9544;11344;Directed
9544;11735;Directed
9544;10160;Directed
9544;11380;Directed
9544;11643;Directed
9545;12499;Directed
12421;10025;Directed
12421;13294;Directed
9546;10290;Directed
9547;11836;Directed
9547;10611;Directed
9547;13147;Directed
9547;9926;Directed
9547;10089;Directed
9548;10786;Directed
9549;10168;Directed
9549;11222;Directed
9549;9549;Directed
9550;13843;Directed
9550;11735;Directed
9550;11014;Directed
9550;13693;Directed
9551;13209;Directed
9552;10042;Directed
8505;4024;Directed
8505;11116;Directed
9555;11358;Directed
9555;11555;Directed
9557;11934;Directed
9558;11928;Directed
9558;7747;Directed
9558;11077;Directed
9558;12317;Directed
9558;13545;Directed
9558;11588;Directed
9558;10318;Directed
9560;12504;Directed
9560;10870;Directed
9561;4625;Directed
9561;13091;Directed
9561;10175;Directed
9561;4966;Directed
9561;11094;Directed
9561;11046;Directed
9561;11481;Directed
9561;10152;Directed
9561;10512;Directed
9561;12246;Directed
1710;10304;Directed
9563;9746;Directed
9563;9908;Directed
9563;11016;Directed
9563;11452;Directed
9563;5979;Directed
9563;10814;Directed
9563;9973;Directed
1719;13083;Directed
1724;12528;Directed
1724;11415;Directed
1724;10330;Directed
9566;11883;Directed
9567;14083;Directed
9567;13118;Directed
1744;11232;Directed
1744;10276;Directed
9570;10961;Directed
9570;10897;Directed
9570;13880;Directed
9570;9868;Directed
9570;13843;Directed
9570;4409;Directed
9570;13057;Directed
9570;13503;Directed
1752;8824;Directed
1752;11888;Directed
9572;7030;Directed
9573;13652;Directed
9573;13940;Directed
8168;11890;Directed
8168;12122;Directed
8168;6984;Directed
8168;11313;Directed
8168;12988;Directed
8168;10368;Directed
11966;11096;Directed
11966;12607;Directed
1782;14052;Directed
9576;10250;Directed
9577;13773;Directed
9577;9886;Directed
9577;11916;Directed
4558;13343;Directed
9579;12533;Directed
9580;12288;Directed
9581;10643;Directed
9581;10476;Directed
9581;13142;Directed
9582;11073;Directed
9903;10946;Directed
9903;10114;Directed
9583;13641;Directed
6362;8902;Directed
9585;13801;Directed
1864;13651;Directed
1864;10580;Directed
1864;13192;Directed
1878;11536;Directed
9591;9591;Directed
9592;11199;Directed
9593;3630;Directed
1899;13257;Directed
9596;10942;Directed
9596;11082;Directed
1918;13694;Directed
1918;11131;Directed
1918;13642;Directed
1918;12633;Directed
1918;13772;Directed
1918;10694;Directed
1918;11122;Directed
1918;11404;Directed
1918;14065;Directed
1918;13603;Directed
1918;12223;Directed
1918;13479;Directed
1918;13839;Directed
1918;12768;Directed
1918;12131;Directed
1918;11793;Directed
1918;10160;Directed
1918;11798;Directed
1918;11802;Directed
1921;12828;Directed
1933;12972;Directed
9600;10581;Directed
9600;11656;Directed
9600;10425;Directed
9600;11057;Directed
1937;10293;Directed
9602;10606;Directed
9602;11934;Directed
9602;13256;Directed
9602;13798;Directed
13311;13376;Directed
13311;6308;Directed
13311;11533;Directed
13311;9790;Directed
9604;10994;Directed
9606;9885;Directed
9606;13612;Directed
9606;12800;Directed
9606;13280;Directed
9607;10492;Directed
9610;12272;Directed
9610;13046;Directed
1989;9695;Directed
1989;13145;Directed
1989;11089;Directed
1989;8796;Directed
1989;13436;Directed
1989;11148;Directed
1990;12367;Directed
1990;12601;Directed
9613;9613;Directed
9613;10958;Directed
9614;11146;Directed
9615;13480;Directed
9615;13341;Directed
9616;11677;Directed
9617;10736;Directed
9617;13448;Directed
9618;11199;Directed
9620;13623;Directed
9620;10546;Directed
9620;13742;Directed
9621;8823;Directed
9621;12016;Directed
9621;8575;Directed
9622;11052;Directed
9622;11442;Directed
3647;10929;Directed
3647;11447;Directed
3647;10843;Directed
3647;7903;Directed
3647;4702;Directed
3647;11209;Directed
9624;11723;Directed
9624;11124;Directed
9624;11670;Directed
9624;10149;Directed
9625;13660;Directed
9626;13466;Directed
9626;12873;Directed
9626;11380;Directed
9626;9856;Directed
9626;13834;Directed
2064;13857;Directed
2064;11380;Directed
2064;10444;Directed
2064;13579;Directed
